Time,Flow Set Point,Flow Measured Value,Pump Output,Flow PG,Flow I,Flow D,PID Area
4.306;1.50;1.52;36.86;2.00;0.80;0.20;1
4.415;1.50;1.52;34.90;2.00;0.80;0.20;1
4.509;1.50;1.52;34.90;2.00;0.80;0.20;1
4.602;1.50;1.52;34.51;2.00;0.80;0.20;1
4.711;1.50;1.52;34.51;2.00;0.80;0.20;1
4.805;1.50;1.53;31.76;2.00;0.80;0.20;1
4.914;1.50;1.51;37.65;2.00;0.80;0.20;1
5.008;1.50;1.52;32.16;2.00;0.80;0.20;1
5.101;1.50;1.51;36.47;2.00;0.80;0.20;1
5.211;1.50;1.49;36.86;2.00;0.80;0.20;1
5.304;1.50;1.51;32.94;2.00;0.80;0.20;1
5.413;1.50;1.52;32.55;2.00;0.80;0.20;1
5.507;1.50;1.51;36.08;2.00;0.80;0.20;1
5.601;1.50;1.49;36.86;2.00;0.80;0.20;1
5.710;1.50;1.51;32.94;2.00;0.80;0.20;1
5.803;1.50;1.49;36.86;2.00;0.80;0.20;1
5.913;1.50;1.49;35.29;2.00;0.80;0.20;1
6.006;1.50;1.51;32.94;2.00;0.80;0.20;1
6.115;1.50;1.49;36.86;2.00;0.80;0.20;1
6.209;1.50;1.51;32.94;2.00;0.80;0.20;1
6.303;1.50;1.52;32.16;2.00;0.80;0.20;1
6.412;1.50;1.51;35.69;2.00;0.80;0.20;1
6.505;1.50;1.49;36.86;2.00;0.80;0.20;1
6.615;1.50;1.49;35.29;2.00;0.80;0.20;1
6.708;1.50;1.51;32.94;2.00;0.80;0.20;1
6.802;1.50;1.49;36.86;2.00;0.80;0.20;1
6.911;1.50;1.49;35.29;2.00;0.80;0.20;1
7.005;1.50;1.51;32.94;2.00;0.80;0.20;1
7.114;1.50;1.51;34.51;2.00;0.80;0.20;1
7.207;1.50;1.51;34.51;2.00;0.80;0.20;1
7.301;1.50;1.51;34.51;2.00;0.80;0.20;1
7.410;1.50;1.49;36.47;2.00;0.80;0.20;1
7.504;1.50;1.49;35.29;2.00;0.80;0.20;1
7.613;1.50;1.49;35.29;2.00;0.80;0.20;1
7.707;1.50;1.51;32.94;2.00;0.80;0.20;1
7.816;1.50;1.51;34.51;2.00;0.80;0.20;1
7.909;1.50;1.51;34.51;2.00;0.80;0.20;1
8.003;1.50;1.51;34.51;2.00;0.80;0.20;1
8.112;1.50;1.49;36.47;2.00;0.80;0.20;1
8.206;1.50;1.51;32.55;2.00;0.80;0.20;1
8.315;1.50;1.49;36.47;2.00;0.80;0.20;1
8.409;1.50;1.49;35.29;2.00;0.80;0.20;1
8.502;1.50;1.51;32.55;2.00;0.80;0.20;1
8.611;1.50;1.51;34.51;2.00;0.80;0.20;1
8.705;1.50;1.51;34.12;2.00;0.80;0.20;1
8.814;1.50;1.51;34.12;2.00;0.80;0.20;1
8.908;1.50;1.49;36.86;2.00;0.80;0.20;1
9.001;1.50;1.49;35.29;2.00;0.80;0.20;1
9.111;1.50;1.49;35.29;2.00;0.80;0.20;1
9.204;1.50;1.51;32.55;2.00;0.80;0.20;1
9.313;1.50;1.51;34.12;2.00;0.80;0.20;1
9.407;1.50;1.49;36.86;2.00;0.80;0.20;1
9.501;1.50;1.51;32.55;2.00;0.80;0.20;1
9.610;1.50;1.49;36.47;2.00;0.80;0.20;1
9.703;1.50;1.49;35.29;2.00;0.80;0.20;1
9.813;1.50;1.51;32.94;2.00;0.80;0.20;1
9.906;1.50;1.49;36.86;2.00;0.80;0.20;1
10.015;1.50;1.49;35.29;2.00;0.80;0.20;1
10.109;1.50;1.49;35.29;2.00;0.80;0.20;1
10.203;1.50;1.51;32.94;2.00;0.80;0.20;1
10.312;1.50;1.51;34.51;2.00;0.80;0.20;1
10.405;1.50;1.49;36.86;2.00;0.80;0.20;1
10.515;1.50;1.52;30.59;2.00;0.80;0.20;1
10.608;1.50;1.51;36.08;2.00;0.80;0.20;1
10.702;1.50;1.49;36.86;2.00;0.80;0.20;1
10.811;1.50;1.49;34.90;2.00;0.80;0.20;1
10.905;1.50;1.51;32.55;2.00;0.80;0.20;1
11.014;1.50;1.51;34.12;2.00;0.80;0.20;1
11.107;1.50;1.49;36.86;2.00;0.80;0.20;1
11.201;1.50;1.49;34.90;2.00;0.80;0.20;1
11.310;1.50;1.49;35.29;2.00;0.80;0.20;1
11.404;1.50;1.51;32.55;2.00;0.80;0.20;1
11.513;1.50;1.51;34.12;2.00;0.80;0.20;1
11.607;1.50;1.49;36.86;2.00;0.80;0.20;1
11.716;1.50;1.49;35.29;2.00;0.80;0.20;1
11.809;1.50;1.51;32.55;2.00;0.80;0.20;1
11.903;1.50;1.49;36.86;2.00;0.80;0.20;1
12.012;1.50;1.49;35.29;2.00;0.80;0.20;1
12.106;1.50;1.51;32.55;2.00;0.80;0.20;1
12.215;1.50;1.51;34.12;2.00;0.80;0.20;1
12.309;1.50;1.49;36.86;2.00;0.80;0.20;1
12.402;1.50;1.49;35.29;2.00;0.80;0.20;1
12.511;1.50;1.51;32.94;2.00;0.80;0.20;1
12.605;1.50;1.49;36.86;2.00;0.80;0.20;1
12.714;1.50;1.51;32.94;2.00;0.80;0.20;1
12.808;1.50;1.49;36.86;2.00;0.80;0.20;1
12.901;1.50;1.49;35.29;2.00;0.80;0.20;1
13.011;1.50;1.51;32.94;2.00;0.80;0.20;1
13.104;1.50;1.49;36.86;2.00;0.80;0.20;1
13.213;1.50;1.49;35.29;2.00;0.80;0.20;1
13.307;1.50;1.51;32.94;2.00;0.80;0.20;1
13.401;1.50;1.49;36.86;2.00;0.80;0.20;1
13.510;1.50;1.51;32.94;2.00;0.80;0.20;1
13.603;1.50;1.51;34.51;2.00;0.80;0.20;1
13.713;1.50;1.49;36.47;2.00;0.80;0.20;1
13.806;1.50;1.51;32.55;2.00;0.80;0.20;1
13.915;1.50;1.51;34.51;2.00;0.80;0.20;1
14.009;1.50;1.49;36.86;2.00;0.80;0.20;1
14.103;1.50;1.51;32.55;2.00;0.80;0.20;1
14.212;1.50;1.49;36.47;2.00;0.80;0.20;1
14.305;1.50;1.48;37.65;2.00;0.80;0.20;1
14.415;1.50;1.49;34.12;2.00;0.80;0.20;1
14.508;1.50;1.49;35.29;2.00;0.80;0.20;1
14.602;1.50;1.51;32.94;2.00;0.80;0.20;1
14.711;1.50;1.51;34.51;2.00;0.80;0.20;1
14.805;1.50;1.51;34.51;2.00;0.80;0.20;1
14.914;1.50;1.49;36.86;2.00;0.80;0.20;1
15.007;1.50;1.51;32.94;2.00;0.80;0.20;1
15.101;1.50;1.49;36.86;2.00;0.80;0.20;1
15.210;1.50;1.49;35.29;2.00;0.80;0.20;1
15.304;1.50;1.51;32.94;2.00;0.80;0.20;1
15.413;1.50;1.51;34.51;2.00;0.80;0.20;1
15.507;1.50;1.51;34.51;2.00;0.80;0.20;1
15.616;1.50;1.49;36.86;2.00;0.80;0.20;1
15.709;1.50;1.49;35.29;2.00;0.80;0.20;1
15.803;1.50;1.48;38.04;2.00;0.80;0.20;1
15.912;1.50;1.51;31.76;2.00;0.80;0.20;1
16.006;1.50;1.49;37.25;2.00;0.80;0.20;1
16.115;2.00;1.51;100.00;2.00;0.80;0.20;1
16.209;2.00;1.59;56.08;2.00;0.80;0.20;1
16.302;2.00;1.64;58.82;2.00;0.80;0.20;1
16.411;2.00;1.73;52.16;2.00;0.80;0.20;1
16.505;2.00;1.79;53.73;2.00;0.80;0.20;1
16.614;2.00;1.84;52.94;2.00;0.80;0.20;1
16.708;2.00;1.88;52.16;2.00;0.80;0.20;1
16.801;2.00;1.89;55.29;2.00;0.80;0.20;1
16.911;2.00;1.93;50.98;2.00;0.80;0.20;1
17.004;2.00;1.95;53.33;2.00;0.80;0.20;1
17.113;2.00;1.93;57.65;2.00;0.80;0.20;1
17.207;2.00;1.96;51.37;2.00;0.80;0.20;1
17.301;2.00;1.96;55.29;2.00;0.80;0.20;1
17.410;2.00;1.96;55.29;2.00;0.80;0.20;1
17.503;2.00;1.96;55.69;2.00;0.80;0.20;1
17.613;2.00;1.97;53.73;2.00;0.80;0.20;1
17.706;2.00;1.97;55.29;2.00;0.80;0.20;1
17.815;2.00;1.97;55.69;2.00;0.80;0.20;1
17.909;2.00;1.99;53.33;2.00;0.80;0.20;1
18.003;2.00;2.00;52.55;2.00;0.80;0.20;1
18.112;2.00;1.99;56.47;2.00;0.80;0.20;1
18.205;2.00;2.00;52.55;2.00;0.80;0.20;1
18.315;2.00;1.99;56.47;2.00;0.80;0.20;1
18.408;2.00;2.00;52.55;2.00;0.80;0.20;1
18.502;2.00;1.97;59.22;2.00;0.80;0.20;1
18.611;2.00;1.99;54.12;2.00;0.80;0.20;1
18.705;2.00;1.99;55.29;2.00;0.80;0.20;1
18.814;2.00;1.99;55.69;2.00;0.80;0.20;1
18.907;2.00;2.00;52.94;2.00;0.80;0.20;1
19.001;2.00;1.99;57.25;2.00;0.80;0.20;1
19.110;2.00;2.00;53.33;2.00;0.80;0.20;1
19.204;2.00;2.01;52.16;2.00;0.80;0.20;1
19.313;2.00;2.00;56.08;2.00;0.80;0.20;1
19.407;2.00;2.01;52.16;2.00;0.80;0.20;1
19.516;2.00;1.99;58.43;2.00;0.80;0.20;1
19.609;2.00;1.99;55.69;2.00;0.80;0.20;1
19.703;2.00;1.99;55.69;2.00;0.80;0.20;1
19.812;2.00;2.00;53.73;2.00;0.80;0.20;1
19.906;2.00;1.99;57.65;2.00;0.80;0.20;1
20.015;2.00;1.99;56.08;2.00;0.80;0.20;1
20.109;2.00;2.00;53.33;2.00;0.80;0.20;1
20.202;2.00;1.99;57.65;2.00;0.80;0.20;1
20.311;2.00;2.00;53.73;2.00;0.80;0.20;1
20.405;2.00;2.01;52.55;2.00;0.80;0.20;1
20.514;2.00;2.00;56.47;2.00;0.80;0.20;1
20.608;2.00;2.01;52.55;2.00;0.80;0.20;1
20.701;2.00;2.00;56.86;2.00;0.80;0.20;1
20.811;2.00;2.00;54.90;2.00;0.80;0.20;1
20.904;2.00;2.01;52.55;2.00;0.80;0.20;1
21.013;2.00;2.00;56.47;2.00;0.80;0.20;1
21.107;2.00;2.00;54.90;2.00;0.80;0.20;1
21.201;2.00;2.00;54.90;2.00;0.80;0.20;1
21.310;2.00;2.00;54.90;2.00;0.80;0.20;1
21.403;2.00;1.97;60.00;2.00;0.80;0.20;1
21.513;2.00;2.00;52.16;2.00;0.80;0.20;1
21.606;2.00;2.00;55.29;2.00;0.80;0.20;1
21.715;2.00;2.00;55.29;2.00;0.80;0.20;1
21.809;2.00;1.99;57.65;2.00;0.80;0.20;1
21.903;2.00;1.99;56.08;2.00;0.80;0.20;1
22.012;2.00;1.99;56.08;2.00;0.80;0.20;1
22.105;2.00;2.01;51.37;2.00;0.80;0.20;1
22.215;2.00;2.00;56.86;2.00;0.80;0.20;1
22.308;2.00;2.00;55.29;2.00;0.80;0.20;1
22.402;2.00;2.00;55.29;2.00;0.80;0.20;1
22.511;2.00;2.00;55.29;2.00;0.80;0.20;1
22.605;2.00;2.00;55.29;2.00;0.80;0.20;1
22.714;2.00;2.00;55.29;2.00;0.80;0.20;1
22.807;2.00;2.00;55.29;2.00;0.80;0.20;1
22.901;2.00;2.00;55.29;2.00;0.80;0.20;1
23.010;2.00;1.99;57.65;2.00;0.80;0.20;1
23.104;2.00;2.00;53.73;2.00;0.80;0.20;1
23.213;2.00;1.99;57.65;2.00;0.80;0.20;1
23.307;2.00;1.99;56.47;2.00;0.80;0.20;1
23.416;2.00;2.00;54.12;2.00;0.80;0.20;1
23.509;2.00;2.00;55.69;2.00;0.80;0.20;1
23.603;2.00;2.00;55.69;2.00;0.80;0.20;1
23.712;2.00;2.00;55.69;2.00;0.80;0.20;1
23.806;2.00;1.99;58.04;2.00;0.80;0.20;1
23.915;2.00;1.99;56.86;2.00;0.80;0.20;1
24.009;2.00;2.00;54.12;2.00;0.80;0.20;1
24.102;2.00;2.00;56.08;2.00;0.80;0.20;1
24.211;2.00;1.99;58.04;2.00;0.80;0.20;1
24.305;2.00;2.00;54.51;2.00;0.80;0.20;1
24.414;2.00;2.00;56.08;2.00;0.80;0.20;1
24.508;2.00;2.01;53.33;2.00;0.80;0.20;1
24.601;2.00;2.00;57.65;2.00;0.80;0.20;1
24.711;2.00;1.97;60.39;2.00;0.80;0.20;1
24.804;2.00;1.97;58.04;2.00;0.80;0.20;1
24.913;2.00;2.00;53.33;2.00;0.80;0.20;1
25.007;2.00;1.99;58.82;2.00;0.80;0.20;1
25.101;2.00;2.00;54.90;2.00;0.80;0.20;1
25.210;2.00;2.00;56.47;2.00;0.80;0.20;1
25.303;2.00;2.01;53.73;2.00;0.80;0.20;1
25.413;2.00;2.00;57.65;2.00;0.80;0.20;1
25.506;2.00;1.99;58.82;2.00;0.80;0.20;1
25.615;2.00;1.99;57.25;2.00;0.80;0.20;1
25.709;2.00;1.99;57.25;2.00;0.80;0.20;1
25.803;2.00;2.00;54.90;2.00;0.80;0.20;1
25.912;2.00;2.01;54.12;2.00;0.80;0.20;1
26.005;2.00;2.01;55.69;2.00;0.80;0.20;1
26.115;2.00;1.99;60.00;2.00;0.80;0.20;1
26.208;2.00;1.97;60.00;2.00;0.80;0.20;1
26.302;2.00;1.99;56.08;2.00;0.80;0.20;1
26.411;2.00;2.00;55.29;2.00;0.80;0.20;1
26.505;2.00;2.00;56.86;2.00;0.80;0.20;1
26.614;2.00;2.01;54.51;2.00;0.80;0.20;1
26.707;2.00;2.00;58.43;2.00;0.80;0.20;1
26.801;2.00;2.00;56.47;2.00;0.80;0.20;1
26.910;2.00;2.00;56.47;2.00;0.80;0.20;1
27.004;2.00;2.00;56.47;2.00;0.80;0.20;1
27.113;2.00;2.00;56.47;2.00;0.80;0.20;1
27.207;2.00;2.01;54.12;2.00;0.80;0.20;1
27.316;2.00;2.01;55.69;2.00;0.80;0.20;1
27.409;2.00;1.99;60.78;2.00;0.80;0.20;1
27.503;2.00;2.00;54.90;2.00;0.80;0.20;1
27.612;2.00;2.00;56.47;2.00;0.80;0.20;1
27.706;2.00;1.99;59.22;2.00;0.80;0.20;1
27.815;2.00;2.00;55.29;2.00;0.80;0.20;1
27.909;2.00;2.00;56.47;2.00;0.80;0.20;1
28.002;2.00;2.01;54.12;2.00;0.80;0.20;1
28.112;2.00;2.03;53.33;2.00;0.80;0.20;1
28.205;2.00;2.00;59.61;2.00;0.80;0.20;1
28.314;2.00;1.99;58.82;2.00;0.80;0.20;1
28.408;2.00;1.99;57.25;2.00;0.80;0.20;1
28.502;2.00;1.99;57.25;2.00;0.80;0.20;1
28.611;2.00;2.00;55.29;2.00;0.80;0.20;1
28.704;2.00;1.99;59.22;2.00;0.80;0.20;1
28.814;2.00;1.99;57.65;2.00;0.80;0.20;1
28.907;2.00;2.00;55.29;2.00;0.80;0.20;1
29.001;2.00;2.00;56.86;2.00;0.80;0.20;1
29.110;2.00;1.99;59.22;2.00;0.80;0.20;1
29.204;2.00;1.99;57.65;2.00;0.80;0.20;1
29.313;2.00;2.00;55.69;2.00;0.80;0.20;1
29.406;2.00;2.01;54.51;2.00;0.80;0.20;1
29.516;2.00;2.00;58.43;2.00;0.80;0.20;1
29.609;2.00;2.01;54.51;2.00;0.80;0.20;1
29.703;2.00;2.00;58.43;2.00;0.80;0.20;1
29.812;2.00;2.01;54.51;2.00;0.80;0.20;1
29.906;2.00;2.01;55.69;2.00;0.80;0.20;1
30.015;2.00;2.00;58.04;2.00;0.80;0.20;1
30.108;2.00;1.99;59.22;2.00;0.80;0.20;1
30.202;2.00;2.00;54.90;2.00;0.80;0.20;1
30.311;2.00;1.97;61.57;2.00;0.80;0.20;1
30.405;2.00;2.00;53.73;2.00;0.80;0.20;1
30.514;2.00;2.00;56.86;2.00;0.80;0.20;1
30.608;2.00;1.99;59.61;2.00;0.80;0.20;1
30.701;2.00;2.00;55.29;2.00;0.80;0.20;1
30.810;2.00;1.99;59.22;2.00;0.80;0.20;1
30.904;2.00;2.00;55.29;2.00;0.80;0.20;1
31.013;2.00;2.00;57.25;2.00;0.80;0.20;1
31.107;2.00;2.00;57.25;2.00;0.80;0.20;1
31.216;2.00;1.99;59.61;2.00;0.80;0.20;1
31.310;2.00;2.00;55.69;2.00;0.80;0.20;1
31.403;2.00;2.00;57.25;2.00;0.80;0.20;1
31.512;2.00;1.99;59.61;2.00;0.80;0.20;1
31.606;2.00;1.99;58.43;2.00;0.80;0.20;1
31.715;2.00;2.00;56.08;2.00;0.80;0.20;1
31.809;2.00;1.99;60.00;2.00;0.80;0.20;1
31.902;2.00;1.99;58.43;2.00;0.80;0.20;1
32.012;2.00;2.01;53.73;2.00;0.80;0.20;1
32.105;2.00;2.01;56.47;2.00;0.80;0.20;1
32.214;2.00;2.00;58.82;2.00;0.80;0.20;1
32.308;2.00;2.01;54.90;2.00;0.80;0.20;1
32.402;2.00;2.00;59.22;2.00;0.80;0.20;1
32.511;2.00;2.00;57.25;2.00;0.80;0.20;1
32.604;2.00;2.00;57.25;2.00;0.80;0.20;1
32.714;2.00;1.99;59.61;2.00;0.80;0.20;1
32.807;2.00;1.99;58.43;2.00;0.80;0.20;1
32.901;2.00;2.01;53.33;2.00;0.80;0.20;1
33.010;2.00;2.00;58.82;2.00;0.80;0.20;1
33.104;2.00;2.01;54.90;2.00;0.80;0.20;1
33.213;2.00;1.99;61.18;2.00;0.80;0.20;1
33.306;2.00;2.00;55.69;2.00;0.80;0.20;1
33.416;2.00;2.00;57.65;2.00;0.80;0.20;1
33.509;2.00;2.00;57.65;2.00;0.80;0.20;1
33.603;2.00;2.00;57.65;2.00;0.80;0.20;1
33.712;2.00;2.00;57.65;2.00;0.80;0.20;1
33.806;2.00;2.01;54.90;2.00;0.80;0.20;1
33.915;2.00;2.01;56.47;2.00;0.80;0.20;1
34.008;2.00;1.99;61.57;2.00;0.80;0.20;1
34.102;2.00;1.99;58.43;2.00;0.80;0.20;1
34.211;2.00;2.00;56.08;2.00;0.80;0.20;1
34.305;2.00;2.00;57.65;2.00;0.80;0.20;1
34.414;2.00;2.00;57.65;2.00;0.80;0.20;1
34.508;2.00;2.00;57.65;2.00;0.80;0.20;1
34.601;2.00;2.01;54.90;2.00;0.80;0.20;1
34.710;2.00;2.03;54.12;2.00;0.80;0.20;1
34.804;2.00;2.01;58.04;2.00;0.80;0.20;1
34.913;2.00;2.00;58.43;2.00;0.80;0.20;1
35.007;2.00;1.99;59.61;2.00;0.80;0.20;1
35.116;2.00;2.00;55.69;2.00;0.80;0.20;1
35.210;2.00;2.01;54.51;2.00;0.80;0.20;1
35.303;2.00;2.00;58.82;2.00;0.80;0.20;1
35.412;2.00;2.01;54.90;2.00;0.80;0.20;1
35.506;2.00;2.00;58.82;2.00;0.80;0.20;1
35.615;2.00;2.01;54.51;2.00;0.80;0.20;1
35.709;2.00;2.00;58.43;2.00;0.80;0.20;1
35.802;2.00;1.99;59.61;2.00;0.80;0.20;1
35.912;2.00;2.00;55.69;2.00;0.80;0.20;1
36.005;2.00;2.00;56.86;2.00;0.80;0.20;1
36.114;2.00;2.00;56.86;2.00;0.80;0.20;1
36.208;2.00;2.00;56.86;2.00;0.80;0.20;1
36.302;2.00;1.99;59.61;2.00;0.80;0.20;1
36.411;2.00;2.00;55.69;2.00;0.80;0.20;1
36.504;2.00;2.00;56.86;2.00;0.80;0.20;1
36.614;2.00;1.99;59.22;2.00;0.80;0.20;1
36.707;2.00;1.99;58.04;2.00;0.80;0.20;1
36.801;2.00;2.00;55.69;2.00;0.80;0.20;1
36.910;2.00;2.00;57.25;2.00;0.80;0.20;1
37.004;2.00;2.00;57.25;2.00;0.80;0.20;1
37.113;2.00;1.99;59.61;2.00;0.80;0.20;1
37.206;2.00;1.99;58.04;2.00;0.80;0.20;1
37.316;2.00;2.00;56.08;2.00;0.80;0.20;1
37.409;2.00;2.00;57.25;2.00;0.80;0.20;1
37.503;2.00;1.99;60.00;2.00;0.80;0.20;1
37.612;2.00;1.99;58.43;2.00;0.80;0.20;1
37.706;2.00;2.00;56.08;2.00;0.80;0.20;1
37.815;2.00;1.99;60.00;2.00;0.80;0.20;1
37.908;2.00;2.01;53.33;2.00;0.80;0.20;1
38.002;2.00;2.00;59.22;2.00;0.80;0.20;1
38.111;2.00;2.00;57.65;2.00;0.80;0.20;1
38.205;2.00;2.01;55.29;2.00;0.80;0.20;1
38.314;2.00;2.00;58.82;2.00;0.80;0.20;1
38.408;2.00;2.01;54.90;2.00;0.80;0.20;1
38.501;2.00;2.01;56.47;2.00;0.80;0.20;1
38.610;2.00;1.99;61.18;2.00;0.80;0.20;1
38.704;2.00;1.99;58.43;2.00;0.80;0.20;1
38.813;2.00;2.00;56.08;2.00;0.80;0.20;1
38.907;2.00;2.01;54.90;2.00;0.80;0.20;1
39.016;2.00;1.99;61.18;2.00;0.80;0.20;1
39.110;2.00;2.00;56.08;2.00;0.80;0.20;1
39.203;2.00;2.00;57.65;2.00;0.80;0.20;1
39.312;2.00;2.00;57.65;2.00;0.80;0.20;1
39.406;2.00;2.00;57.65;2.00;0.80;0.20;1
39.515;2.00;2.00;57.65;2.00;0.80;0.20;1
39.609;2.00;2.01;54.90;2.00;0.80;0.20;1
39.702;2.00;2.00;59.22;2.00;0.80;0.20;1
39.812;2.00;2.00;57.65;2.00;0.80;0.20;1
39.905;2.00;2.00;57.65;2.00;0.80;0.20;1
40.014;2.00;2.01;55.29;2.00;0.80;0.20;1
40.108;2.00;2.01;56.47;2.00;0.80;0.20;1
40.202;2.00;2.01;56.47;2.00;0.80;0.20;1
40.311;2.00;2.00;58.82;2.00;0.80;0.20;1
40.404;2.00;2.00;57.25;2.00;0.80;0.20;1
40.514;2.00;2.00;57.25;2.00;0.80;0.20;1
40.607;2.00;2.00;57.25;2.00;0.80;0.20;1
40.701;2.00;2.00;57.25;2.00;0.80;0.20;1
40.810;2.00;2.00;57.25;2.00;0.80;0.20;1
40.904;2.00;1.99;59.61;2.00;0.80;0.20;1
41.013;2.00;2.00;55.69;2.00;0.80;0.20;1
41.106;2.00;1.99;60.00;2.00;0.80;0.20;1
41.216;2.00;2.00;56.08;2.00;0.80;0.20;1
41.309;2.00;1.99;60.00;2.00;0.80;0.20;1
41.403;2.00;2.00;55.69;2.00;0.80;0.20;1
41.512;2.00;2.00;57.65;2.00;0.80;0.20;1
41.606;2.00;2.00;57.65;2.00;0.80;0.20;1
41.715;2.00;2.01;55.29;2.00;0.80;0.20;1
41.808;2.00;2.00;59.22;2.00;0.80;0.20;1
41.902;2.00;2.00;57.25;2.00;0.80;0.20;1
42.011;2.00;2.00;57.25;2.00;0.80;0.20;1
42.105;2.00;2.01;54.90;2.00;0.80;0.20;1
42.214;2.00;2.00;58.82;2.00;0.80;0.20;1
42.308;2.00;2.00;57.25;2.00;0.80;0.20;1
42.401;2.00;2.00;57.25;2.00;0.80;0.20;1
42.510;2.00;2.00;57.25;2.00;0.80;0.20;1
42.604;2.00;2.00;57.25;2.00;0.80;0.20;1
42.713;2.00;2.00;57.25;2.00;0.80;0.20;1
42.807;2.00;1.99;60.00;2.00;0.80;0.20;1
42.916;2.00;2.00;56.08;2.00;0.80;0.20;1
43.010;2.00;1.99;60.00;2.00;0.80;0.20;1
43.103;2.00;2.00;55.69;2.00;0.80;0.20;1
43.212;2.00;2.01;55.29;2.00;0.80;0.20;1
43.306;2.00;2.01;56.47;2.00;0.80;0.20;1
43.415;2.00;2.00;58.82;2.00;0.80;0.20;1
43.509;2.00;2.01;54.90;2.00;0.80;0.20;1
43.602;2.00;2.00;58.82;2.00;0.80;0.20;1
43.712;2.00;2.01;54.90;2.00;0.80;0.20;1
43.805;2.00;1.99;61.18;2.00;0.80;0.20;1
43.914;2.00;1.99;58.04;2.00;0.80;0.20;1
44.008;2.00;2.00;55.69;2.00;0.80;0.20;1
44.102;2.00;2.00;57.25;2.00;0.80;0.20;1
44.211;2.00;2.01;54.90;2.00;0.80;0.20;1
44.304;2.00;2.01;56.47;2.00;0.80;0.20;1
44.414;2.00;2.00;58.43;2.00;0.80;0.20;1
44.507;2.00;2.00;57.25;2.00;0.80;0.20;1
44.601;2.00;2.00;57.25;2.00;0.80;0.20;1
44.710;2.00;2.00;57.25;2.00;0.80;0.20;1
44.804;2.00;2.00;57.25;2.00;0.80;0.20;1
44.913;2.00;1.99;59.22;2.00;0.80;0.20;1
45.006;2.00;2.00;55.29;2.00;0.80;0.20;1
45.116;2.00;1.99;59.61;2.00;0.80;0.20;1
45.209;2.00;1.99;58.04;2.00;0.80;0.20;1
45.303;2.00;2.00;55.69;2.00;0.80;0.20;1
45.412;2.00;1.99;59.61;2.00;0.80;0.20;1
45.506;2.00;2.01;53.33;2.00;0.80;0.20;1
45.615;2.00;2.00;58.82;2.00;0.80;0.20;1
45.708;2.00;2.00;57.25;2.00;0.80;0.20;1
45.802;2.00;2.00;57.25;2.00;0.80;0.20;1
45.911;2.00;2.00;57.25;2.00;0.80;0.20;1
46.005;2.00;2.00;57.25;2.00;0.80;0.20;1
46.114;2.00;2.01;54.90;2.00;0.80;0.20;1
46.208;2.00;1.99;61.57;2.00;0.80;0.20;1
