Time,Flow Set Point,Flow Measured Value,Pump Output,Flow PG,Flow I,Flow D,PID Area
8.705,1.5,1.51,35.29,2,0.8,0,1
8.814,1.5,1.51,35.29,2,0.8,0,1
8.908,1.5,1.49,36.08,2,0.8,0,1
9.002,1.5,1.49,36.08,2,0.8,0,1
9.111,1.5,1.49,36.08,2,0.8,0,1
9.204,1.5,1.51,35.29,2,0.8,0,1
9.314,1.5,1.51,35.29,2,0.8,0,1
9.407,1.5,1.49,36.08,2,0.8,0,1
9.501,1.5,1.49,36.08,2,0.8,0,1
9.61,1.5,1.49,36.08,2,0.8,0,1
9.704,1.5,1.49,36.08,2,0.8,0,1
9.813,1.5,1.49,36.47,2,0.8,0,1
9.906,1.5,1.51,35.29,2,0.8,0,1
10.016,1.5,1.51,35.29,2,0.8,0,1
10.109,1.5,1.49,36.08,2,0.8,0,1
10.203,1.5,1.49,36.47,2,0.8,0,1
10.312,1.5,1.51,35.29,2,0.8,0,1
10.406,1.5,1.51,35.29,2,0.8,0,1
10.515,1.5,1.51,35.29,2,0.8,0,1
10.608,1.5,1.49,36.08,2,0.8,0,1
10.702,1.5,1.49,36.08,2,0.8,0,1
10.811,1.5,1.51,35.29,2,0.8,0,1
10.905,1.5,1.51,35.29,2,0.8,0,1
11.014,1.5,1.51,35.29,2,0.8,0,1
11.108,1.5,1.51,35.29,2,0.8,0,1
11.201,1.5,1.49,36.08,2,0.8,0,1
11.31,1.5,1.49,36.08,2,0.8,0,1
11.404,1.5,1.49,36.08,2,0.8,0,1
11.513,1.5,1.49,36.08,2,0.8,0,1
11.607,1.5,1.49,36.08,2,0.8,0,1
11.716,1.5,1.49,36.47,2,0.8,0,1
11.81,1.5,1.51,35.29,2,0.8,0,1
11.903,1.5,1.49,36.47,2,0.8,0,1
12.012,1.5,1.49,36.47,2,0.8,0,1
12.106,1.5,1.49,36.47,2,0.8,0,1
12.215,1.5,1.51,35.69,2,0.8,0,1
12.309,1.5,1.51,35.69,2,0.8,0,1
12.402,1.5,1.51,35.29,2,0.8,0,1
12.512,1.5,1.51,35.29,2,0.8,0,1
12.605,1.5,1.49,36.08,2,0.8,0,1
12.714,1.5,1.49,36.47,2,0.8,0,1
12.808,1.5,1.49,36.47,2,0.8,0,1
12.902,1.5,1.51,35.69,2,0.8,0,1
13.011,1.5,1.51,35.29,2,0.8,0,1
13.104,1.5,1.49,36.47,2,0.8,0,1
13.214,1.5,1.49,36.47,2,0.8,0,1
13.307,1.5,1.49,36.47,2,0.8,0,1
13.401,1.5,1.48,37.25,2,0.8,0,1
13.51,1.5,1.49,36.47,2,0.8,0,1
13.604,1.5,1.51,35.69,2,0.8,0,1
13.713,1.5,1.49,36.47,2,0.8,0,1
13.806,1.5,1.51,35.69,2,0.8,0,1
13.916,1.5,1.51,35.69,2,0.8,0,1
14.009,1.5,1.52,34.9,2,0.8,0,1
14.103,1.5,1.51,35.69,2,0.8,0,1
14.212,1.5,1.49,36.47,2,0.8,0,1
14.306,1.5,1.51,35.69,2,0.8,0,1
14.415,1.5,1.51,35.69,2,0.8,0,1
14.508,1.5,1.49,36.47,2,0.8,0,1
14.602,1.5,1.49,36.47,2,0.8,0,1
14.711,1.5,1.49,36.47,2,0.8,0,1
14.805,1.5,1.51,35.69,2,0.8,0,1
14.914,1.5,1.51,35.69,2,0.8,0,1
15.008,1.5,1.49,36.47,2,0.8,0,1
15.101,1.5,1.49,36.47,2,0.8,0,1
15.21,1.5,1.49,36.47,2,0.8,0,1
15.304,1.5,1.49,36.47,2,0.8,0,1
15.413,1.5,1.49,36.47,2,0.8,0,1
15.507,1.5,1.51,35.69,2,0.8,0,1
15.616,1.5,1.49,36.47,2,0.8,0,1
15.71,1.5,1.51,35.69,2,0.8,0,1
15.803,1.5,1.49,36.47,2,0.8,0,1
15.912,1.5,1.49,36.47,2,0.8,0,1
16.006,1.5,1.51,35.69,2,0.8,0,1
16.115,1.5,1.51,35.69,2,0.8,0,1
16.209,1.5,1.49,36.47,2,0.8,0,1
16.318,1.5,1.49,36.47,2,0.8,0,1
16.412,1.5,1.49,36.86,2,0.8,0,1
16.505,1.5,1.49,36.86,2,0.8,0,1
16.614,1.5,1.51,36.08,2,0.8,0,1
16.708,1.5,1.49,36.86,2,0.8,0,1
16.802,1.5,1.51,36.08,2,0.8,0,1
16.911,1.5,1.49,36.86,2,0.8,0,1
17.004,1.5,1.51,36.08,2,0.8,0,1
17.114,1.5,1.49,36.86,2,0.8,0,1
17.207,1.5,1.51,36.08,2,0.8,0,1
18.018,1.5,1.51,35.69,2,0.8,0,1
18.034,1.5,1.51,35.69,2,0.8,0,1
18.05,1.5,1.52,34.51,2,0.8,0,1
18.05,1.5,1.52,34.51,2,0.8,0,1
18.05,1.5,1.51,35.29,2,0.8,0,1
18.065,1.5,1.52,34.51,2,0.8,0,1
18.065,1.5,1.51,35.29,2,0.8,0,1
18.065,1.5,1.51,35.29,2,0.8,0,1
18.112,1.5,1.51,35.29,2,0.8,0,1
18.206,1.5,1.51,34.9,2,0.8,0,1
18.315,1.5,1.51,34.9,2,0.8,0,1
18.705,1.5,1.49,36.08,2,0.8,0,1
18.705,1.5,1.49,36.08,2,0.8,0,1
18.705,1.5,1.48,36.86,2,0.8,0,1
18.72,1.5,1.48,36.86,2,0.8,0,1
18.814,1.5,1.49,36.08,2,0.8,0,1
18.908,1.5,1.48,37.25,2,0.8,0,1
19.001,1.5,1.47,38.04,2,0.8,0,1
19.11,1.5,1.48,37.65,2,0.8,0,1
19.204,1.5,1.48,37.65,2,0.8,0,1
19.313,1.5,1.48,38.04,2,0.8,0,1
19.407,1.5,1.51,36.08,2,0.8,0,1
19.516,1.5,1.52,35.29,2,0.8,0,1
19.61,1.5,1.52,35.29,2,0.8,0,1
19.703,1.5,1.52,34.9,2,0.8,0,1
19.812,1.5,1.51,35.69,2,0.8,0,1
19.906,1.5,1.51,35.69,2,0.8,0,1
20.015,1.5,1.51,35.69,2,0.8,0,1
20.109,1.5,1.51,35.69,2,0.8,0,1
20.202,1.5,1.51,35.69,2,0.8,0,1
20.312,1.5,1.49,36.47,2,0.8,0,1
20.405,1.5,1.49,36.47,2,0.8,0,1
20.514,1.5,1.48,37.25,2,0.8,0,1
20.608,1.5,1.49,36.86,2,0.8,0,1
20.702,1.5,1.49,36.86,2,0.8,0,1
20.811,1.5,1.48,37.65,2,0.8,0,1
20.904,1.5,1.48,37.65,2,0.8,0,1
21.014,1.5,1.49,37.25,2,0.8,0,1
21.107,1.5,1.49,37.25,2,0.8,0,1
21.201,1.5,1.51,36.47,2,0.8,0,1
21.31,1.5,1.51,36.08,2,0.8,0,1
21.404,1.5,1.49,37.25,2,0.8,0,1
21.513,1.5,1.49,37.25,2,0.8,0,1
21.606,1.5,1.49,37.25,2,0.8,0,1
21.716,1.5,1.51,36.47,2,0.8,0,1
21.809,1.5,1.51,36.47,2,0.8,0,1
21.903,1.5,1.49,37.25,2,0.8,0,1
22.012,1.5,1.49,37.25,2,0.8,0,1
22.106,1.5,1.51,36.47,2,0.8,0,1
22.215,1.5,1.49,37.25,2,0.8,0,1
22.308,1.5,1.51,36.47,2,0.8,0,1
22.402,1.5,1.51,36.47,2,0.8,0,1
22.511,1.5,1.51,36.08,2,0.8,0,1
22.605,1.5,1.51,36.08,2,0.8,0,1
22.714,1.5,1.51,36.08,2,0.8,0,1
22.808,1.5,1.49,36.86,2,0.8,0,1
22.901,1.5,1.51,36.08,2,0.8,0,1
23.01,1.5,1.49,36.86,2,0.8,0,1
23.104,1.5,1.51,36.08,2,0.8,0,1
23.213,1.5,1.48,38.04,2,0.8,0,1
23.307,1.5,1.49,37.25,2,0.8,0,1
23.416,1.5,1.48,38.04,2,0.8,0,1
23.51,1.5,1.48,38.04,2,0.8,0,1
23.603,1.5,1.49,37.65,2,0.8,0,1
23.712,1.5,1.51,36.47,2,0.8,0,1
23.806,1.5,1.51,36.47,2,0.8,0,1
23.915,1.5,1.51,36.47,2,0.8,0,1
24.009,1.5,1.52,35.69,2,0.8,0,1
24.102,1.5,1.51,36.47,2,0.8,0,1
24.212,1.5,1.49,37.25,2,0.8,0,1
24.305,1.5,1.51,36.47,2,0.8,0,1
24.414,1.5,1.51,36.47,2,0.8,0,1
24.508,1.5,1.51,36.47,2,0.8,0,1
24.602,1.5,1.52,35.29,2,0.8,0,1
24.711,1.5,1.51,36.08,2,0.8,0,1
24.804,2,1.51,69.02,2,0.8,0,1
24.914,2,1.55,70.2,2,0.8,0,1
25.007,2,1.59,70.59,2,0.8,0,1
25.101,2,1.67,68.24,2,0.8,0,1
25.21,2,1.77,63.92,2,0.8,0,1
25.304,2,1.84,61.18,2,0.8,0,1
25.413,2,1.92,56.86,2,0.8,0,1
25.506,2,1.97,54.12,2,0.8,0,1
25.616,2,1.99,53.33,2,0.8,0,1
25.709,2,2.01,51.76,2,0.8,0,1
25.803,2,2.03,50.59,2,0.8,0,1
25.912,2,2,52.16,2,0.8,0,1
26.006,2,1.99,52.94,2,0.8,0,1
26.115,2,1.97,54.12,2,0.8,0,1
26.208,2,1.97,54.12,2,0.8,0,1
26.302,2,1.97,54.51,2,0.8,0,1
26.411,2,1.96,55.69,2,0.8,0,1
26.505,2,1.96,55.69,2,0.8,0,1
26.614,2,1.96,56.08,2,0.8,0,1
26.708,2,1.96,56.47,2,0.8,0,1
26.801,2,1.96,56.86,2,0.8,0,1
26.91,2,1.97,56.08,2,0.8,0,1
27.004,2,1.96,57.25,2,0.8,0,1
27.113,2,1.96,57.65,2,0.8,0,1
27.207,2,1.96,57.65,2,0.8,0,1
27.316,2,1.97,57.25,2,0.8,0,1
27.41,2,1.97,57.25,2,0.8,0,1
27.503,2,2,55.69,2,0.8,0,1
27.612,2,1.99,56.86,2,0.8,0,1
27.706,2,2.01,54.9,2,0.8,0,1
27.815,2,2,55.69,2,0.8,0,1
27.909,2,1.99,56.86,2,0.8,0,1
28.002,2,1.99,56.86,2,0.8,0,1
28.127,2,2,56.08,2,0.8,0,1
28.205,2,2,56.08,2,0.8,0,1
28.314,2,2.01,55.29,2,0.8,0,1
28.408,2,2.01,54.9,2,0.8,0,1
28.502,2,2,55.69,2,0.8,0,1
28.611,2,2,55.69,2,0.8,0,1
28.704,2,2,55.69,2,0.8,0,1
28.814,2,2,55.69,2,0.8,0,1
28.907,2,2,55.69,2,0.8,0,1
29.001,2,1.99,56.86,2,0.8,0,1
29.11,2,1.97,57.65,2,0.8,0,1
29.204,2,1.99,56.86,2,0.8,0,1
29.313,2,1.99,57.25,2,0.8,0,1
29.407,2,2,56.47,2,0.8,0,1
29.516,2,2,56.47,2,0.8,0,1
29.609,2,2,56.47,2,0.8,0,1
29.703,2,2,56.47,2,0.8,0,1
29.812,2,2,56.47,2,0.8,0,1
29.906,2,2,56.47,2,0.8,0,1
30.015,2,1.99,57.25,2,0.8,0,1
30.109,2,1.99,57.25,2,0.8,0,1
30.202,2,1.99,57.25,2,0.8,0,1
30.311,2,1.99,57.65,2,0.8,0,1
30.405,2,2,56.86,2,0.8,0,1
30.514,2,2,56.86,2,0.8,0,1
30.608,2,2,56.86,2,0.8,0,1
30.701,2,2,56.86,2,0.8,0,1
30.811,2,2.01,55.69,2,0.8,0,1
30.904,2,2.01,55.69,2,0.8,0,1
31.013,2,2.01,55.69,2,0.8,0,1
31.107,2,2,56.47,2,0.8,0,1
31.201,2,2,56.47,2,0.8,0,1
31.31,2,2,56.47,2,0.8,0,1
31.403,2,2,56.47,2,0.8,0,1
31.513,2,2,56.47,2,0.8,0,1
31.606,2,1.99,57.25,2,0.8,0,1
31.715,2,1.99,57.25,2,0.8,0,1
31.809,2,2,56.47,2,0.8,0,1
31.903,2,2,56.47,2,0.8,0,1
32.012,2,1.99,57.65,2,0.8,0,1
32.105,2,1.99,57.65,2,0.8,0,1
32.215,2,2,56.86,2,0.8,0,1
32.308,2,1.99,57.65,2,0.8,0,1
32.402,2,2.01,56.08,2,0.8,0,1
32.511,2,2,56.86,2,0.8,0,1
33.587,2,1.99,58.82,2,0.8,0,1
33.587,2,1.99,58.82,2,0.8,0,1
33.603,2,1.99,58.82,2,0.8,0,1
33.603,2,1.97,59.61,2,0.8,0,1
33.603,2,2,58.04,2,0.8,0,1
33.619,2,1.99,58.82,2,0.8,0,1
33.619,2,1.99,59.22,2,0.8,0,1
33.619,2,1.99,59.22,2,0.8,0,1
33.634,2,1.99,59.22,2,0.8,0,1
33.634,2,1.99,59.22,2,0.8,0,1
33.634,2,1.99,59.61,2,0.8,0,1
33.712,2,1.99,59.61,2,0.8,0,1
33.806,2,1.97,60.39,2,0.8,0,1
33.915,2,2,58.82,2,0.8,0,1
34.009,2,2,58.82,2,0.8,0,1
34.102,2,2.01,58.04,2,0.8,0,1
36.583,2,2.01,55.69,2,0.8,0,1
36.598,2,2,56.47,2,0.8,0,1
36.598,2,2,56.47,2,0.8,0,1
36.598,2,2,56.47,2,0.8,0,1
36.614,2,2,56.47,2,0.8,0,1
36.614,2,2.01,55.29,2,0.8,0,1
36.614,2,2.01,55.29,2,0.8,0,1
36.614,2,2,56.08,2,0.8,0,1
36.629,2,2.01,55.29,2,0.8,0,1
36.629,2,2,56.08,2,0.8,0,1
36.629,2,2,56.08,2,0.8,0,1
36.629,2,2.01,55.29,2,0.8,0,1
36.629,2,2,56.08,2,0.8,0,1
36.645,2,2,56.08,2,0.8,0,1
36.645,2,2,56.08,2,0.8,0,1
36.645,2,2.01,55.29,2,0.8,0,1
36.645,2,2,56.08,2,0.8,0,1
36.645,2,2,56.08,2,0.8,0,1
36.661,2,2,56.08,2,0.8,0,1
36.661,2,2,56.08,2,0.8,0,1
36.661,2,1.99,56.86,2,0.8,0,1
36.661,2,2,56.08,2,0.8,0,1
36.661,2,1.99,56.86,2,0.8,0,1
36.676,2,2.01,55.29,2,0.8,0,1
36.676,2,2,56.08,2,0.8,0,1
36.707,2,2,56.08,2,0.8,0,1
36.801,2,2,56.08,2,0.8,0,1
36.91,2,2,56.08,2,0.8,0,1
37.004,2,1.97,58.04,2,0.8,0,1
37.113,2,1.97,58.04,2,0.8,0,1
37.207,2,1.97,58.43,2,0.8,0,1
37.316,2,1.97,58.43,2,0.8,0,1
37.409,2,1.97,58.82,2,0.8,0,1
37.503,2,1.99,58.04,2,0.8,0,1
37.612,2,1.99,58.04,2,0.8,0,1
37.706,2,1.97,59.22,2,0.8,0,1
37.815,2,2,57.65,2,0.8,0,1
37.909,2,1.99,58.43,2,0.8,0,1
38.002,2,2,57.65,2,0.8,0,1
38.111,2,2,57.65,2,0.8,0,1
38.205,2,1.99,58.43,2,0.8,0,1
38.314,2,2,57.65,2,0.8,0,1
38.408,2,1.97,59.61,2,0.8,0,1
38.501,2,2,58.04,2,0.8,0,1
38.611,2,2,58.04,2,0.8,0,1
38.704,2,1.99,58.82,2,0.8,0,1
38.813,2,1.97,59.61,2,0.8,0,1
38.907,2,1.99,59.22,2,0.8,0,1
39.001,2,1.99,59.22,2,0.8,0,1
39.11,2,1.99,59.22,2,0.8,0,1
39.203,2,1.99,59.22,2,0.8,0,1
39.313,2,1.99,59.61,2,0.8,0,1
39.406,2,1.99,59.61,2,0.8,0,1
39.515,2,2,58.82,2,0.8,0,1
39.609,2,2.01,58.04,2,0.8,0,1
39.703,2,2,58.82,2,0.8,0,1
39.812,2,2.01,57.65,2,0.8,0,1
39.905,2,2,58.43,2,0.8,0,1
40.015,2,2.01,57.65,2,0.8,0,1
40.108,2,2.01,57.65,2,0.8,0,1
40.202,2,2,58.43,2,0.8,0,1
40.311,2,2,58.43,2,0.8,0,1
40.405,2,2,58.43,2,0.8,0,1
40.514,2,2,58.43,2,0.8,0,1
40.607,2,1.99,59.22,2,0.8,0,1
40.701,2,2,58.43,2,0.8,0,1
40.81,2,2,58.43,2,0.8,0,1
40.904,2,2,58.43,2,0.8,0,1
41.013,2,2,58.43,2,0.8,0,1
41.107,2,2,58.43,2,0.8,0,1
41.216,2,2,58.43,2,0.8,0,1
41.309,2,2,58.43,2,0.8,0,1
41.403,2,2,58.43,2,0.8,0,1
41.512,2,1.99,59.22,2,0.8,0,1
41.606,2,1.99,59.61,2,0.8,0,1
41.715,2,1.99,59.61,2,0.8,0,1
41.809,2,2,58.82,2,0.8,0,1
41.902,2,2,58.82,2,0.8,0,1
42.011,2,1.99,59.61,2,0.8,0,1
42.105,2,1.99,59.61,2,0.8,0,1
42.214,2,2,58.82,2,0.8,0,1
42.308,2,1.99,60,2,0.8,0,1
42.401,2,2.01,58.04,2,0.8,0,1
42.511,2,2,58.82,2,0.8,0,1
42.604,2,2.01,58.04,2,0.8,0,1
42.713,2,2,58.82,2,0.8,0,1
42.807,2,2,58.82,2,0.8,0,1
42.901,2,2,58.82,2,0.8,0,1
43.01,2,2.01,58.04,2,0.8,0,1
43.103,2,2,58.82,2,0.8,0,1
43.213,2,2.01,58.04,2,0.8,0,1
43.306,2,2.01,57.65,2,0.8,0,1
43.415,2,1.99,59.61,2,0.8,0,1
43.509,2,2.01,57.65,2,0.8,0,1
43.603,2,2,58.43,2,0.8,0,1
43.712,2,1.99,59.61,2,0.8,0,1
43.805,2,2.01,57.65,2,0.8,0,1
43.915,2,2,58.43,2,0.8,0,1
44.008,2,2,58.43,2,0.8,0,1
44.102,2,2,58.43,2,0.8,0,1
44.227,2,2,58.43,2,0.8,0,1
44.305,2,2,58.43,2,0.8,0,1
44.414,2,1.99,59.61,2,0.8,0,1
44.507,2,1.99,59.61,2,0.8,0,1
44.601,2,1.99,59.61,2,0.8,0,1
44.71,2,2,58.82,2,0.8,0,1
44.804,2,1.99,59.61,2,0.8,0,1
44.913,2,2,58.82,2,0.8,0,1
45.007,1.8,2,45.88,2,0.8,0,1
45.116,1.8,1.99,45.1,2,0.8,0,1
45.209,1.8,1.97,44.71,2,0.8,0,1
45.303,1.8,1.93,46.27,2,0.8,0,1
45.412,1.8,1.92,45.88,2,0.8,0,1
45.506,1.8,1.89,47.06,2,0.8,0,1
45.615,1.8,1.84,49.8,2,0.8,0,1
45.709,1.8,1.83,50.2,2,0.8,0,1
45.802,1.8,1.81,50.98,2,0.8,0,1
45.911,1.8,1.79,52.55,2,0.8,0,1
46.005,1.8,1.77,53.73,2,0.8,0,1
46.114,1.8,1.77,53.73,2,0.8,0,1
46.208,1.8,1.79,53.33,2,0.8,0,1
46.301,1.8,1.8,52.55,2,0.8,0,1
46.411,1.8,1.8,52.55,2,0.8,0,1
46.504,1.8,1.83,50.59,2,0.8,0,1
46.613,1.8,1.81,51.37,2,0.8,0,1
46.707,1.8,1.81,51.37,2,0.8,0,1
46.801,1.8,1.81,50.98,2,0.8,0,1
46.91,1.8,1.83,50.2,2,0.8,0,1
47.003,1.8,1.84,49.02,2,0.8,0,1
47.113,1.8,1.84,48.63,2,0.8,0,1
47.206,1.8,1.84,48.63,2,0.8,0,1
47.315,1.8,1.81,49.8,2,0.8,0,1
47.409,1.8,1.83,49.02,2,0.8,0,1
47.503,1.8,1.81,49.8,2,0.8,0,1
47.612,1.8,1.81,49.41,2,0.8,0,1
47.705,1.8,1.8,50.2,2,0.8,0,1
47.815,1.8,1.8,50.2,2,0.8,0,1
47.908,1.8,1.79,51.37,2,0.8,0,1
48.002,1.8,1.8,50.59,2,0.8,0,1
48.111,1.8,1.79,51.37,2,0.8,0,1
48.205,1.8,1.79,51.37,2,0.8,0,1
48.314,1.8,1.81,49.8,2,0.8,0,1
48.407,1.8,1.8,50.59,2,0.8,0,1
48.501,1.8,1.8,50.59,2,0.8,0,1
48.61,1.8,1.81,49.8,2,0.8,0,1
48.704,1.8,1.81,49.41,2,0.8,0,1
48.813,1.8,1.8,50.2,2,0.8,0,1
48.907,1.8,1.81,49.41,2,0.8,0,1
49.016,1.8,1.8,50.2,2,0.8,0,1
49.109,1.8,1.8,50.2,2,0.8,0,1
49.203,1.8,1.8,50.2,2,0.8,0,1
49.312,1.8,1.79,50.98,2,0.8,0,1
49.406,1.8,1.79,51.37,2,0.8,0,1
49.515,1.8,1.81,49.41,2,0.8,0,1
49.609,1.8,1.8,50.2,2,0.8,0,1
49.702,1.8,1.79,51.37,2,0.8,0,1
49.811,1.8,1.79,51.37,2,0.8,0,1
49.905,1.8,1.8,50.59,2,0.8,0,1
50.014,1.8,1.81,49.8,2,0.8,0,1
50.108,1.8,1.8,50.59,2,0.8,0,1
50.201,1.8,1.81,49.41,2,0.8,0,1
50.311,1.8,1.8,50.2,2,0.8,0,1
50.404,1.8,1.8,50.2,2,0.8,0,1
50.513,1.8,1.81,49.41,2,0.8,0,1
50.607,1.8,1.81,49.41,2,0.8,0,1
50.701,1.8,1.8,50.2,2,0.8,0,1
50.81,1.8,1.81,49.41,2,0.8,0,1
50.903,1.8,1.8,50.2,2,0.8,0,1
51.013,1.8,1.8,50.2,2,0.8,0,1
51.106,1.8,1.8,50.2,2,0.8,0,1
51.215,1.8,1.79,50.98,2,0.8,0,1
51.309,1.8,1.79,50.98,2,0.8,0,1
51.403,1.8,1.8,50.2,2,0.8,0,1
51.512,1.8,1.8,50.2,2,0.8,0,1
51.605,1.8,1.8,50.2,2,0.8,0,1
51.715,1.8,1.8,50.2,2,0.8,0,1
51.808,1.8,1.8,50.2,2,0.8,0,1
51.902,1.8,1.8,50.2,2,0.8,0,1
52.011,1.8,1.8,50.2,2,0.8,0,1
52.105,1.8,1.8,50.2,2,0.8,0,1
52.214,1.8,1.8,50.2,2,0.8,0,1
52.307,1.8,1.8,50.2,2,0.8,0,1
52.401,1.8,1.8,50.2,2,0.8,0,1
52.51,1.8,1.8,50.2,2,0.8,0,1
52.604,1.8,1.8,50.2,2,0.8,0,1
52.713,1.8,1.81,49.41,2,0.8,0,1
52.807,1.8,1.8,50.2,2,0.8,0,1
52.916,1.8,1.8,50.2,2,0.8,0,1
53.009,1.8,1.79,50.98,2,0.8,0,1
53.103,1.8,1.79,50.98,2,0.8,0,1
53.212,1.8,1.79,51.37,2,0.8,0,1
53.306,1.8,1.8,50.59,2,0.8,0,1
53.415,1.8,1.8,50.59,2,0.8,0,1
53.509,1.8,1.81,49.41,2,0.8,0,1
53.602,1.8,1.81,49.41,2,0.8,0,1
53.711,1.8,1.8,50.2,2,0.8,0,1
53.805,1.8,1.8,50.2,2,0.8,0,1
53.914,1.8,1.79,50.98,2,0.8,0,1
54.008,1.8,1.81,49.41,2,0.8,0,1
54.101,1.8,1.79,50.98,2,0.8,0,1
54.226,1.8,1.8,50.2,2,0.8,0,1
54.304,1.8,1.8,50.2,2,0.8,0,1
54.413,1.8,1.8,50.2,2,0.8,0,1
54.507,1.8,1.8,50.2,2,0.8,0,1
54.601,1.8,1.8,50.2,2,0.8,0,1
54.71,1.8,1.8,50.2,2,0.8,0,1
54.803,1.8,1.8,50.2,2,0.8,0,1
54.913,1.8,1.8,50.2,2,0.8,0,1
55.006,1.8,1.79,51.37,2,0.8,0,1
55.115,1.8,1.79,51.37,2,0.8,0,1
